drug,,,,ADHD-midler,ADHD-midler,Antibiotika,Antibiotika,Antidepressiva,Antidepressiva,Astma- og KOLS-midler,Astma- og KOLS-midler,Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Demensmidler,Demensmidler,Hormontilskudd ved overgangsalder,Hormontilskudd ved overgangsalder,Kolesterolsenkende midler,Kolesterolsenkende midler,Potensmidler,Potensmidler,Prevensjonsmidler unntatt spiraler og vaginalringer,Prevensjonsmidler unntatt spiraler og vaginalringer,Smertestillende midler,Smertestillende midler,Sovemidler og beroligende midler,Sovemidler og beroligende midler
,,,,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000
geography,year,age,gender,,,,,,,,,,,,,,,,,,,,,,,,
Helseregion Nord-Norge,2016,90.000,F,0.000,0.000,76580.469,325.637,94974.125,117.541,144398.719,87.856,1258683.875,618.591,19297.691,24.588,21687.162,64.468,110424.961,127.436,0.000,0.000,0.000,0.000,248646.281,423.688,243620.000,345.127
Helseregion Nord-Norge,2016,90.000,M,0.000,0.000,17735.301,304.907,18554.832,69.992,74068.031,147.224,484473.219,685.438,5307.043,16.090,0.000,0.000,94429.594,249.397,290.000,4.827,0.000,0.000,59682.863,386.967,69072.344,307.321
Helseregion Sør-Øst,2004,,F,627671.750,1.291,7338204.000,267.534,31498256.000,83.878,32179610.000,89.158,107607648.000,151.838,1150434.125,3.485,21782464.000,75.894,24399854.000,62.106,2698.000,0.107,43647756.000,121.583,39394112.000,268.296,36586812.000,155.413
Helseregion Sør-Øst,2004,,M,2134043.250,4.352,4607750.500,187.977,15894904.000,44.117,26309580.000,76.683,107782088.000,136.766,727240.688,2.098,34668.168,0.086,32200180.000,74.859,1224490.000,27.607,6053.046,0.040,22746422.000,202.195,20667356.000,83.642
Helseregion Sør-Øst,2004,0.000,F,,,133972.328,250.863,0.000,0.000,575736.750,182.093,3382.525,0.668,0.000,0.000,3525.000,0.580,0.000,0.000,0.000,0.000,,,3774.987,4.978,13673.217,5.166
Helseregion Sør-Øst,2004,0.000,M,2686.500,0.236,154762.531,269.762,0.000,0.000,931593.938,228.227,3347.667,0.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,2524.690,7.281,18657.018,6.324
Helseregion Sør-Øst,2004,5.000,F,54189.754,2.307,130290.766,169.343,1189.667,0.164,553151.188,73.031,7577.017,0.605,0.000,0.000,600.000,0.088,,,0.000,0.000,0.000,0.000,12613.297,8.306,62097.730,4.286
Helseregion Sør-Øst,2004,5.000,M,260655.547,9.831,115532.727,149.395,5014.667,0.465,922717.375,98.869,8978.175,0.620,0.000,0.000,0.000,0.000,,,0.000,0.000,,,10449.007,9.175,140767.797,7.123
Helseregion Sør-Øst,2004,10.000,F,184021.125,6.058,109739.633,104.284,29275.334,1.511,544026.688,50.767,12246.967,0.917,0.000,0.000,30390.441,0.743,1241.143,0.074,0.000,0.000,65906.539,4.807,53398.922,29.942,81878.203,5.315
Helseregion Sør-Øst,2004,10.000,M,881389.312,25.327,91556.430,88.048,40779.832,2.004,885475.812,69.781,19513.809,0.919,0.000,0.000,0.000,0.000,2066.572,0.177,0.000,0.000,0.000,0.000,38320.594,22.816,234595.703,9.087
Helseregion Sør-Øst,2004,15.000,F,145813.359,5.571,307806.125,224.683,327012.062,19.708,582157.312,57.749,31613.525,3.197,0.000,0.000,27664.750,1.255,8667.167,0.540,,,7914993.500,388.663,224772.609,119.154,90081.562,16.147
Helseregion Sør-Øst,2004,15.000,M,548334.562,17.371,272477.719,141.663,168588.594,8.461,581269.125,46.601,33907.844,1.705,0.000,0.000,0.000,0.000,12345.096,0.679,448.000,0.449,,,125013.508,73.767,121642.922,10.513
Helseregion Sør-Øst,2004,20.000,F,38077.348,1.465,372176.875,298.124,856370.562,45.909,546399.625,52.270,85267.992,6.403,0.000,0.000,24444.539,1.925,39318.832,1.688,,,11205443.000,539.834,426062.875,189.998,202814.484,40.022
Helseregion Sør-Øst,2004,20.000,M,114961.875,4.448,237831.203,168.939,488203.188,28.099,435410.688,35.080,86835.578,3.887,0.000,0.000,4249.000,0.096,30575.361,1.492,4409.000,2.929,673.000,0.068,288916.438,141.921,271350.406,27.716
Helseregion Sør-Øst,2004,25.000,F,24995.375,0.906,431594.188,299.302,1281020.375,57.601,750727.625,54.455,204655.984,12.766,0.000,0.000,49506.418,3.464,48366.836,1.897,122.000,0.110,9361803.000,416.916,714015.000,215.496,432153.500,57.687
Helseregion Sør-Øst,2004,25.000,M,76537.555,2.534,232696.312,164.998,839351.938,39.343,574342.438,39.815,209158.391,7.454,0.000,0.000,,,83272.211,3.267,15065.800,6.609,588.000,0.075,560779.000,180.688,543465.750,43.889
Helseregion Sør-Øst,2004,30.000,F,34691.293,0.834,552046.438,312.250,1972758.625,69.846,1051790.625,60.192,529965.938,20.359,0.000,0.000,96310.461,5.229,118104.016,3.654,156.000,0.124,7152748.500,276.452,1372133.750,243.495,861840.750,72.790
Helseregion Sør-Øst,2004,30.000,M,56565.344,1.488,318152.469,183.107,1221633.000,43.552,847299.812,43.236,608769.625,15.238,,,3191.161,0.051,233986.484,7.145,34402.500,10.182,1025.461,0.092,1106985.000,211.585,887772.750,50.493
Helseregion Sør-Øst,2004,35.000,F,41279.664,0.941,520967.125,286.161,2663411.250,89.764,1376614.125,65.901,1106966.000,35.713,0.000,0.000,170229.234,7.742,212795.062,7.054,100.000,0.091,4438728.000,161.565,2179197.000,284.653,1444648.625,97.010
Helseregion Sør-Øst,2004,35.000,M,56836.758,1.224,351117.375,191.180,1579668.375,52.970,1029907.750,45.803,1405808.750,30.019,,,5439.000,0.049,580859.625,16.185,63805.992,16.097,1020.753,0.088,1637855.625,240.664,1302985.250,65.228
Helseregion Sør-Øst,2004,40.000,F,28953.582,0.721,450910.656,256.963,3074750.750,107.183,1764784.125,77.420,2005667.500,60.226,0.000,0.000,481265.469,21.227,411362.406,14.756,388.000,0.273,2285008.500,85.541,2658037.250,319.987,1998984.000,130.476
Helseregion Sør-Øst,2004,40.000,M,53346.164,1.210,307883.844,175.769,1628892.000,57.854,1166568.750,49.374,2764240.250,57.674,1357.667,0.064,,,1182764.375,35.067,87462.000,23.456,,,1976580.625,257.323,1514551.500,77.563
Helseregion Sør-Øst,2004,45.000,F,19363.750,0.523,441734.062,251.312,3268563.750,116.907,2182800.500,86.513,3714585.250,101.579,373.333,0.057,1863141.625,84.649,917995.125,31.940,152.000,0.182,1019170.812,38.734,3287138.000,352.539,2838350.000,167.674
Helseregion Sør-Øst,2004,45.000,M,35178.070,0.880,295657.219,171.546,1732545.375,62.970,1383353.875,53.006,5295813.000,108.142,,,9189.000,0.134,2300919.750,68.153,129574.969,34.907,,,2330659.500,276.445,1879418.125,95.258
Helseregion Sør-Øst,2004,50.000,F,20019.166,0.376,469319.375,269.894,3353208.500,129.620,2644480.500,96.675,6355407.000,166.485,3332.680,0.170,4721302.000,225.834,1743618.500,64.859,378.000,0.255,189662.562,8.166,3824879.000,385.536,3279805.000,211.237
Helseregion Sør-Øst,2004,50.000,M,16784.332,0.409,308145.156,180.676,1815911.750,69.041,1686755.250,59.256,8838165.000,182.071,2228.667,0.120,4248.900,0.168,3568697.250,115.325,177811.406,50.059,,,2474462.250,294.439,2075932.000,115.890
Helseregion Sør-Øst,2004,55.000,F,7860.333,0.212,561745.562,294.953,3657652.750,136.381,3644999.750,113.566,10934830.000,248.724,9318.201,0.388,5914945.000,289.555,3177604.500,115.895,216.000,0.270,10119.018,0.459,4714592.000,404.297,3995273.750,247.854
Helseregion Sør-Øst,2004,55.000,M,13146.333,0.291,361263.094,200.691,1925306.500,71.592,2600867.000,73.489,15082923.000,278.789,10935.736,0.419,2386.198,0.244,5399890.000,170.500,219926.297,66.924,,,2939128.250,310.831,2287657.000,133.045
Helseregion Sør-Øst,2004,60.000,F,9198.916,0.267,456439.312,299.426,2575408.500,131.154,3429976.750,126.918,11558270.000,324.009,16252.427,0.926,3496565.000,249.506,3530309.750,171.347,,,1714.922,0.110,3932371.500,406.529,3290972.000,275.329
Helseregion Sør-Øst,2004,60.000,M,3771.333,0.176,313345.156,218.324,1246383.625,65.044,2478356.500,90.064,15254179.000,368.543,20385.529,1.058,1038.000,0.192,5100596.500,226.210,181550.750,83.877,,,2373334.500,313.789,1791813.000,142.750
Helseregion Sør-Øst,2004,65.000,F,10720.000,0.394,419533.344,308.577,1981004.125,135.653,3056304.250,134.096,11901423.000,403.845,48335.680,3.211,1854804.750,187.956,3701844.000,234.821,858.000,0.118,,,3351117.000,414.661,3112467.750,329.479
Helseregion Sør-Øst,2004,65.000,M,4562.958,0.262,268580.750,239.047,837783.875,64.096,2482036.000,108.172,13696946.000,447.343,47880.141,3.446,654.909,0.131,4372611.000,273.788,133781.500,93.582,0.000,0.000,1880279.750,320.546,1556139.625,172.224
Helseregion Sør-Øst,2004,70.000,F,4360.000,0.214,447396.531,324.601,1794230.000,138.724,3227408.000,144.177,14145651.000,495.766,120582.492,9.324,1116471.750,132.372,3925835.250,277.875,160.000,0.128,,,3316587.250,431.761,3370696.250,377.229
Helseregion Sør-Øst,2004,70.000,M,2210.000,0.152,277437.781,257.729,761398.750,69.705,2798477.000,133.662,14566173.000,537.764,102821.602,8.533,489.000,0.253,4052723.750,313.635,98259.664,86.239,,,1642571.750,326.067,1628425.500,214.787
Helseregion Sør-Øst,2004,75.000,F,1767.333,0.131,511458.000,334.755,1784318.750,148.646,2983112.750,135.306,15930120.000,566.177,267478.719,22.132,820065.562,108.035,3542555.000,266.435,0.000,0.000,,,3403261.250,453.943,3923267.000,432.730
Helseregion Sør-Øst,2004,75.000,M,4750.000,0.231,282363.750,282.607,712928.125,81.822,2722139.500,146.546,13713234.000,586.587,185841.562,18.831,318.000,0.144,3130986.000,298.926,52982.398,56.030,,,1565156.500,339.504,1738168.125,261.755
Helseregion Sør-Øst,2004,80.000,F,1533.000,0.138,538509.062,334.853,1688668.750,155.843,2212902.750,113.099,16389008.000,612.155,376722.125,33.577,643324.750,89.931,2296722.500,195.592,,,1773.126,0.115,3355773.250,458.178,4098149.500,463.244
Helseregion Sør-Øst,2004,80.000,M,1696.667,0.265,245962.875,297.260,590330.812,91.948,2007599.625,138.981,10701486.000,620.440,214389.078,30.347,,,1727790.500,233.351,20928.699,31.293,0.000,0.000,1123436.750,343.613,1604031.750,308.499
Helseregion Sør-Øst,2004,85.000,F,0.000,0.000,324689.469,319.405,882130.375,147.745,827413.688,77.403,9087088.000,597.885,246020.891,40.613,329526.719,77.559,644366.188,97.261,,,0.000,0.000,1816729.875,438.007,2402673.500,452.676
Helseregion Sør-Øst,2004,85.000,M,,,122336.039,300.252,234029.766,91.169,625352.625,110.681,4239583.500,608.242,119591.961,39.445,0.000,0.000,368966.438,119.680,3727.000,12.027,0.000,0.000,493033.062,334.903,764982.562,327.250
Helseregion Sør-Øst,2004,90.000,F,,,157875.188,273.123,307282.125,103.798,224824.016,45.448,3603921.750,499.420,62017.613,19.716,138380.266,62.264,78824.047,23.630,0.000,0.000,0.000,0.000,747658.500,373.369,1086985.625,377.211
Helseregion Sør-Øst,2004,90.000,M,0.000,0.000,50648.082,290.690,66154.070,70.318,150057.344,79.080,1253027.500,526.396,20800.762,18.182,,,50710.723,40.745,354.000,2.848,0.000,0.000,176935.484,321.139,304999.094,326.177
Helseregion Sør-Øst,2005,,F,980931.062,2.017,7927901.500,282.627,31352358.000,81.447,32949414.000,93.544,112542432.000,155.152,1250873.250,3.589,19068522.000,70.010,27498722.000,66.582,4854.000,0.113,46163648.000,125.311,35628664.000,262.444,38705284.000,159.024
Helseregion Sør-Øst,2005,,M,2860834.750,5.673,5017851.500,200.762,16200117.000,43.114,26826206.000,81.664,114913560.000,141.194,789084.125,2.243,35410.914,0.077,36984448.000,80.381,1313553.125,27.223,8424.562,0.059,21110140.000,199.076,22364356.000,86.597
Helseregion Sør-Øst,2005,0.000,F,,,146372.594,269.966,0.000,0.000,666932.938,215.927,3006.900,0.652,0.000,0.000,3075.000,0.565,0.000,0.000,0.000,0.000,,,2873.083,6.301,12108.616,6.170
Helseregion Sør-Øst,2005,0.000,M,2720.033,0.250,169540.031,291.824,0.000,0.000,1104608.375,264.641,5603.400,0.765,0.000,0.000,0.000,0.000,,,,,420.000,0.070,3041.770,9.010,24141.199,7.133
Helseregion Sør-Øst,2005,5.000,F,72104.680,2.962,142867.781,186.059,2564.333,0.176,621815.438,82.675,7783.667,0.580,0.000,0.000,,,,,0.000,0.000,0.000,0.000,9989.486,9.933,82457.297,4.676
Helseregion Sør-Øst,2005,5.000,M,308942.906,11.301,131833.984,165.351,4440.333,0.370,1062869.750,111.233,13063.400,0.621,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,9937.167,11.624,192500.703,8.255
Helseregion Sør-Øst,2005,10.000,F,244565.750,7.926,119578.594,110.846,22431.834,1.300,590709.625,52.234,12719.259,0.867,0.000,0.000,42200.457,0.693,903.429,0.074,0.000,0.000,62447.207,4.607,49133.758,29.597,122316.602,6.551
Helseregion Sør-Øst,2005,10.000,M,1126576.500,30.815,104798.148,96.790,37638.832,1.891,986645.562,75.821,16902.473,0.963,0.000,0.000,0.000,0.000,1553.476,0.153,0.000,0.000,0.000,0.000,37696.605,22.415,344256.594,11.090
Helseregion Sør-Øst,2005,15.000,F,256363.234,8.973,353795.375,241.972,281305.406,16.523,629330.812,59.434,42467.449,3.056,0.000,0.000,33732.414,1.321,9792.850,0.518,0.000,0.000,8880042.000,404.724,219215.578,115.399,112298.055,17.196
Helseregion Sør-Øst,2005,15.000,M,728883.000,21.948,315049.000,152.096,155492.500,7.654,642238.375,50.057,32249.801,1.852,0.000,0.000,,,13372.667,0.704,452.000,0.420,593.820,0.062,121821.633,73.499,160011.688,12.456
Helseregion Sør-Øst,2005,20.000,F,60277.977,2.670,406232.312,317.332,812323.750,44.417,565915.438,53.888,88128.539,7.412,0.000,0.000,25163.082,1.989,34517.238,1.641,44.000,0.070,11761607.000,552.490,379349.938,185.012,235929.500,44.209
Helseregion Sør-Øst,2005,20.000,M,172131.969,6.800,260419.641,179.462,471312.688,25.540,437057.281,37.658,91462.906,3.876,0.000,0.000,3258.000,0.068,34367.930,1.537,3562.000,2.788,1680.112,0.177,260961.812,135.344,290642.406,27.743
Helseregion Sør-Øst,2005,25.000,F,51110.695,1.943,450354.938,309.986,1254663.875,55.165,716350.062,54.608,215425.812,12.427,0.000,0.000,69877.211,4.369,49400.254,1.956,274.000,0.062,9499387.000,421.702,641019.125,206.562,455884.844,59.348
Helseregion Sør-Øst,2005,25.000,M,108365.867,3.930,240207.781,174.572,817355.438,37.780,572996.688,40.889,231642.547,7.847,0.000,0.000,5637.000,0.088,89242.430,3.361,15870.000,6.596,1125.932,0.126,479430.094,172.348,611090.000,46.056
Helseregion Sør-Øst,2005,30.000,F,53238.375,1.583,577461.625,325.477,1859039.875,65.541,1071206.250,62.135,516448.406,20.757,0.000,0.000,122091.945,6.582,113320.641,3.697,382.000,0.115,7318331.500,284.307,1212913.500,235.440,901682.125,74.123
Helseregion Sør-Øst,2005,30.000,M,102056.711,2.704,332475.312,196.805,1196925.000,42.703,840320.688,46.184,579387.125,15.643,,,6206.993,0.062,245612.406,7.759,34156.301,10.318,1285.281,0.135,983849.000,204.989,955190.812,54.192
Helseregion Sør-Øst,2005,35.000,F,73438.148,1.773,560990.875,302.036,2582614.500,84.983,1397881.500,68.428,1152395.000,36.214,0.000,0.000,177681.891,8.001,239119.297,7.729,496.000,0.171,4703157.000,168.929,1986496.125,276.332,1472249.000,98.949
Helseregion Sør-Øst,2005,35.000,M,102635.781,2.449,378272.094,201.923,1593012.625,50.454,1057841.750,48.844,1480570.250,31.033,0.000,0.000,4230.000,0.078,645101.625,17.517,65799.969,16.278,1429.673,0.117,1514207.250,232.829,1396312.625,65.990
Helseregion Sør-Øst,2005,40.000,F,62808.168,1.446,487034.812,269.441,2991243.250,101.664,1804512.250,79.530,2128916.000,60.469,,,428435.281,18.664,444346.688,14.756,700.000,0.214,2569051.000,92.980,2491643.500,309.372,2083089.375,131.561
Helseregion Sør-Øst,2005,40.000,M,76416.773,1.962,339685.969,192.494,1694943.875,55.913,1182521.125,51.512,2952168.250,58.581,1169.000,0.062,3317.580,0.062,1292981.125,36.068,89558.336,22.409,,,1864566.500,252.901,1675693.250,79.723
Helseregion Sør-Øst,2005,45.000,F,43172.500,1.059,481815.500,266.275,3249347.500,113.955,2209691.750,88.030,3898777.750,103.116,,,1556047.250,71.760,1009074.375,33.959,600.000,0.282,1121561.625,42.026,2996909.500,343.106,2871653.750,168.916
Helseregion Sør-Øst,2005,45.000,M,65799.000,1.405,321582.250,181.912,1721027.250,60.799,1390882.125,54.805,5502556.000,108.238,976.333,0.077,1655.832,0.066,2562433.250,70.101,134533.297,34.409,,,2152187.250,269.997,1976853.000,97.985
Helseregion Sør-Øst,2005,50.000,F,25564.096,0.661,507117.062,286.803,3325810.750,125.920,2668717.000,99.072,6602298.500,169.071,4901.792,0.228,3980308.500,196.809,1947933.500,69.615,438.000,0.228,233671.156,9.955,3447310.500,375.307,3471479.750,215.517
Helseregion Sør-Øst,2005,50.000,M,28122.248,0.786,331848.469,191.576,1910685.625,69.627,1666376.875,61.986,9364366.000,184.768,3881.464,0.179,5718.992,0.119,3988518.750,120.068,187669.000,49.132,,,2315163.750,289.982,2285150.750,118.628
Helseregion Sør-Øst,2005,55.000,F,9402.583,0.295,595230.188,308.088,3595909.000,133.531,3676953.250,115.297,10880673.000,247.517,10009.317,0.449,4913206.500,260.413,3407494.250,120.564,814.000,0.236,11034.916,0.484,4154047.750,394.168,4211616.000,254.662
Helseregion Sør-Øst,2005,55.000,M,18570.875,0.408,389730.625,210.518,1924262.500,70.141,2534032.000,75.650,15332801.000,282.853,10896.216,0.408,2613.860,0.175,5960464.000,176.509,238604.156,66.547,,,2670813.500,306.452,2392697.250,136.945
Helseregion Sør-Øst,2005,60.000,F,10880.666,0.293,525479.188,317.017,2762827.000,127.807,3683386.000,129.758,12887014.000,333.827,19813.486,0.997,3236352.000,231.705,4073893.250,178.516,166.000,0.147,1660.248,0.161,3757971.500,399.777,3700973.250,281.666
Helseregion Sør-Øst,2005,60.000,M,4632.667,0.209,350434.344,232.765,1356425.750,64.395,2646616.250,91.734,17261912.000,380.807,23275.250,1.211,204.000,0.075,6117558.000,237.952,210179.297,80.897,,,2285203.500,309.387,2011638.375,147.818
Helseregion Sør-Øst,2005,65.000,F,7413.500,0.382,464126.188,323.195,2034999.875,133.387,3103877.000,135.773,12640873.000,412.590,48590.562,3.265,1712182.375,181.216,4214779.000,243.250,760.000,0.134,,,3033991.750,410.490,3344928.750,335.548
Helseregion Sør-Øst,2005,65.000,M,4916.575,0.271,295235.906,247.416,907566.375,62.464,2492958.250,108.733,15094684.000,459.358,57867.980,3.585,1071.916,0.313,5163984.000,289.662,149138.469,91.288,,,1781841.750,316.403,1733925.000,178.470
Helseregion Sør-Øst,2005,70.000,F,6683.333,0.219,460060.750,341.250,1747971.750,135.987,3154114.250,146.360,14253927.000,507.193,123134.039,9.561,991131.312,129.452,4213236.500,293.443,164.000,0.132,,,2854145.750,423.662,3470033.750,386.667
Helseregion Sør-Øst,2005,70.000,M,2735.690,0.207,291368.312,274.597,728864.188,68.643,2659967.250,132.514,14842523.000,549.997,98465.750,8.687,,,4452184.500,332.841,102609.570,83.632,,,1497636.500,325.761,1666434.500,218.194
Helseregion Sør-Øst,2005,75.000,F,1533.333,0.133,537533.875,354.355,1832429.375,149.026,2980934.000,141.866,16314953.000,577.528,274617.969,21.812,714636.875,99.949,4014903.250,290.315,,,,,2987534.750,446.013,4056994.000,440.073
Helseregion Sør-Øst,2005,75.000,M,4379.333,0.233,294602.969,295.733,755513.938,82.427,2668790.000,146.631,14504530.000,608.033,203620.406,20.927,363.000,0.145,3666394.250,329.913,53768.668,52.607,,,1399324.375,342.382,1805011.375,268.238
Helseregion Sør-Øst,2005,80.000,F,1627.333,0.166,567972.125,351.707,1654356.250,151.427,2217335.000,117.600,16565676.000,626.240,404591.969,36.130,586157.438,87.761,2693664.000,223.829,,,,,2861509.500,453.568,4161472.750,470.659
Helseregion Sør-Øst,2005,80.000,M,,,261885.500,313.568,574739.438,88.808,1969520.500,138.252,11130894.000,634.726,220130.953,31.391,,,2118686.000,271.062,23004.000,31.200,,,1038801.500,341.319,1618994.750,307.896
Helseregion Sør-Øst,2005,85.000,F,0.000,0.000,369151.250,341.737,997237.562,150.892,928386.562,84.439,10279303.000,622.328,286507.750,40.395,336036.688,77.105,919037.938,125.276,0.000,0.000,,,1815588.375,440.255,2748056.250,466.829
Helseregion Sør-Øst,2005,85.000,M,,,147852.469,321.954,268492.344,92.739,739897.438,120.375,5092674.500,634.076,136407.766,39.867,,,569555.938,159.313,4418.000,12.541,0.000,0.000,520459.969,339.604,891419.312,342.700
Helseregion Sør-Øst,2005,90.000,F,,,174726.438,288.697,345281.062,108.567,261364.688,48.104,4051643.750,517.350,78093.984,22.481,139897.328,56.622,112411.703,31.209,0.000,0.000,0.000,0.000,727021.688,364.868,1190060.375,384.696
Helseregion Sør-Øst,2005,90.000,M,,,61028.738,315.279,81418.586,77.766,170065.750,88.093,1383567.125,546.470,32377.984,25.922,,,61922.227,51.633,222.000,2.740,0.000,0.000,173195.906,316.122,332392.344,339.305
Helseregion Sør-Øst,2006,,F,1276614.375,2.486,8416340.000,290.057,31948236.000,81.756,33903952.000,94.593,118302936.000,159.317,1285936.625,3.657,17430622.000,67.328,31489362.000,72.962,12139.024,0.095,48979376.000,126.550,36758504.000,266.715,39945348.000,160.609
Helseregion Sør-Øst,2006,,M,3207677.500,6.111,5284376.500,206.739,16703129.000,43.389,27727262.000,82.341,121964448.000,145.718,810165.375,2.261,33673.738,0.086,41944568.000,86.587,1431343.875,27.177,8374.415,0.066,21663246.000,202.573,22791418.000,87.880
Helseregion Sør-Øst,2006,0.000,F,429.333,0.072,146557.453,265.024,,,694229.875,198.425,4055.467,0.687,0.000,0.000,2625.000,0.473,0.000,0.000,0.000,0.000,,,3190.197,7.605,16101.083,5.571
Helseregion Sør-Øst,2006,0.000,M,1780.596,0.151,172129.047,280.123,,,1145361.875,244.802,4187.667,0.549,0.000,0.000,0.000,0.000,,,0.000,0.000,,,3030.497,9.380,30793.916,7.924
Helseregion Sør-Øst,2006,5.000,F,68882.719,2.802,151404.609,193.224,802.667,0.101,675607.312,90.983,9860.033,0.685,0.000,0.000,600.000,0.076,,,0.000,0.000,,,10356.184,10.536,86417.617,4.742
